id,tc,pretty_formula
Mg1Y1-MP-mp-1094695,0.023231685,
Mg1Y1-MP-mp-1094701,0.111741185,
Mg1Y1-MP-mp-1094870,-0.53947425,
Mg1Y1-MP-mp-1094902,1.4084111,
Mg1Y1-MP-mp-615,0.109453365,Mg1Y1
Mg1Zn1-MP-mp-1094429,0.7118607,
Mg1Zn1-MP-mp-1094435,0.25779864,
Mg1Zn1-MP-mp-1094445,-0.23366693,
Mg1Zn1-MP-mp-1094474,0.13528855,
Mg1Zn1-MP-mp-1094475,0.16907144,
Mg1Zn1-MP-mp-1094477,1.249773,
Mg1Zn1-MP-mp-1094488,0.20908284,
Mg1Zn1-MP-mp-1094490,0.30629048,
Mg1Zn1-MP-mp-1094493,0.8906486,
Mg1Zn1-MP-mp-1094505,0.69310147,
Mg1Zn1-MP-mp-1094779,1.1226014,
Mg1Zn1-MP-mp-1094782,0.9282743,
Mg1Zn1-MP-mp-1094788,0.6940675,
Mg1Zn1-MP-mp-1094862,1.1341472,
Mg1Zn1-MP-mp-1094956,1.2079524,
Mg1Zn1-MP-mp-583266,-0.6138288,
Mg1Zn1-MP-mp-978268,0.9208693,Mg1Zn1
Mg24Y5-MP-mp-1988,-0.2709545,Mg24Y5
Mg2Pb1-MP-mp-1102915,2.9058266,
Mg2Pb1-MP-mp-20724,4.7132893,Mg2Pb1
Mg2Zn11-MP-mp-30784,0.93196696,Mg2Zn11
Mg6Ni16Si7-MP-mp-570457,0.65336,Mg6Ni16Si7
Mn1Ni1Zr1-MP-mp-1215234,0.4663048,
Mn1Ni1Zr1-MP-mp-1215315,0.26119828,Mn1Ni1Zr1
Mn1P1-MP-mp-1009135,1.2888774,
Mn1P1-MP-mp-2662,0.2805241,Mn1P1
Mn1P1-MP-mp-999516,-0.12024382,
Mn1Sb1-MP-mp-1009207,0.9157462,
Mn1Sb1-MP-mp-1009213,1.7739388,
Mn1Sb1-MP-mp-1009217,0.5476459,
Mn1Sb1-MP-mp-786,-0.026866198,Mn1Sb1
Mn1Sn2-MP-mp-20086,0.36516818,Mn1Sn2
Mn1U6-MP-mp-568195,2.0717661,Mn1U6
Mn2O3-MP-mp-1172875,1.766257,Mn2O3
Mn2O3-MP-mp-1182678,2.6138344,
Mn2O3-MP-mp-1203190,1.9853475,
Mn2O3-MP-mp-1204718,1.6532984,
Mn2O3-MP-mp-510604,0.71679133,
Mn2O3-MP-mp-770543,1.5389607,
Mn2O3-MP-mp-771717,2.8601036,
Mn2O3-MP-mp-778470,6.453742,
Mn2O3-MP-mvc-844,2.3204038,
Mn3Si1-MP-mp-1221697,0.16697502,
Mn3Si1-MP-mp-20211,0.18747072,Mn3Si1
Mo0.25Ru0.75-MP-mp-975834,2.3338766,Mo0.25Ru0.75
Mo0.25Tc0.75-MP-mp-1187395,7.2314653,
Mo0.25Tc0.75-MP-mp-1187396,7.818097,
Mo0.25Tc0.75-MP-mp-1217419,15.058268,Mo0.25Tc0.75
Mo0.2Zr0.8-MP-mp-1207454,4.1150184,Mo0.2Zr0.8
Mo0.4Re0.6-MP-mp-1219297,6.2964883,Mo0.4Re0.6
Mo0.5Pb0.5-MP-mp-1065115,3.2284942,Mo0.5Pb0.5
Mo0.5Pd0.5-MP-mp-1221413,3.2569752,Mo0.5Pd0.5
Mo0.5Pd0.5-MP-mp-1221422,2.8003633,
Mo0.5Re0.5-MP-mp-1219485,8.096614,Mo0.5Re0.5
Mo0.5Rh0.5-MP-mp-1221419,2.1113558,
Mo0.5Rh0.5-MP-mp-12595,2.0731292,Mo0.5Rh0.5
Mo0.5V0.5-MP-mp-1216323,0.15066536,Mo0.5V0.5
Mo0.5V0.5-MP-mp-995205,0.7476976,
Mo0.6Ru0.4-MP-mp-1221651,7.119123,Mo0.6Ru0.4
Mo0.75Re0.25-MP-mp-1219493,9.403133,Mo0.75Re0.25
Mo0.75Re0.25-MP-mp-1219517,3.9007702,
Mo0.75W0.75-MP-mp-1221387,0.36203712,Mo0.75W0.75
Mo1-MP-mp-1066523,8.142031,
Mo1-MP-mp-1180307,2.6100597,
Mo1-MP-mp-1181019,0.9787271,Mo1
Mo1-MP-mp-1190217,1.7772021,
Mo15Na2Se19-MP-mp-1199740,0.14653218,Mo15Na2Se19
Mo15Na3Se19-MP-mp-1221553,0.6126102,Mo15Na3Se19
Mo15Pb2Se19-MP-mp-1200386,0.40610862,Mo15Pb2Se19
Mo15Se19-MP-mp-568488,4.9726295,
Mo15Se19-MP-mp-570170,5.1884937,Mo15Se19
Mo15Se19-MP-mp-743270,3.4086757,
Mo15Se19Sn2-MP-mp-1199886,0.29169512,Mo15Se19Sn2
Mo1Ni1P1-MP-mp-7632,14.689645,Mo1Ni1P1
Mo1Ni1P2-MP-mp-10208,0.12533295,Mo1Ni1P2
Mo1O2-MP-mp-1094123,-0.12647715,
Mo1O2-MP-mp-25349,5.5042734,
Mo1O2-MP-mp-25427,1.7281604,
Mo1O2-MP-mp-25571,8.434538,
Mo1O2-MP-mp-559140,0.7490702,
Mo1O2-MP-mp-635966,0.06579876,
Mo1O2-MP-mp-714883,8.0226,
Mo1O2-MP-mp-715482,-0.6342088,
Mo1O2-MP-mvc-10952,4.1324377,
Mo1O2-MP-mvc-13677,-0.20549127,
Mo1O2-MP-mvc-5806,0.22333378,Mo1O2
Mo1O2-MP-mvc-6377,1.9837521,
Mo1O2-MP-mvc-6390,0.70169425,
Mo1O2-MP-mvc-6944,2.0104465,
Mo1O2-MP-mvc-6948,7.035413,
Mo1P1-MP-mp-1001785,1.5501286,
Mo1P1-MP-mp-1001837,3.5538182,
Mo1P1-MP-mp-219,0.19929153,Mo1P1
Mo1P1Ru1-MP-mp-1095073,11.915064,
Mo1P1Ru1-MP-mp-1180385,2.5939736,
Mo1P1Ru1-MP-mp-22451,14.739675,Mo1P1Ru1
Mo1P2-MP-mp-1887,0.106040075,Mo1P2
Mo1Pt2-MP-mp-952,0.24246496,Mo1Pt2
Mo1Re3-MP-mp-1219135,9.157846,Mo1Re3
Mo1Re3-MP-mp-974420,2.4311829,
Mo1Re3-MP-mp-974589,4.3404903,
Mo1Ru1-MP-mp-1221386,9.730085,Mo1Ru1
Mo1S2-MP-mp-1018809,0.3464158,
Mo1S2-MP-mp-1023924,0.36550954,
Mo1S2-MP-mp-1023939,0.3635359,
Mo1S2-MP-mp-1025874,0.33552223,
Mo1S2-MP-mp-1027525,0.28947112,
Mo1S2-MP-mp-1238797,2.4780083,
Mo1S2-MP-mp-1434,1.4047076,
Mo1S2-MP-mp-2815,0.33152846,Mo1S2
Mo1S2-MP-mp-558544,3.148614,
Mo1S2-MP-mp-990083,0.7269418,
Mo1S2-MP-mvc-11780,2.1677732,
Mo1S2-MP-mvc-7052,6.2073865,
Mo1Se2-MP-mp-1018807,0.7792543,
Mo1Se2-MP-mp-1023934,0.4073338,
Mo1Se2-MP-mp-1023940,0.18806246,
Mo1Se2-MP-mp-1025799,0.21760707,
Mo1Se2-MP-mp-1027692,0.35102615,Mo1Se2
Mo1Se2-MP-mp-1634,0.8928028,
Mo1Se2-MP-mp-7581,2.0416079,
Mo1Si2-MP-mp-2592,0.5830206,Mo1Si2
Mo1Si2-MP-mp-8938,1.6960198,
Mo1Te2-MP-mp-1023935,0.8664323,
Mo1Te2-MP-mp-1023938,0.68678445,
Mo1Te2-MP-mp-1025576,0.4947794,
Mo1Te2-MP-mp-1030319,0.40144336,Mo1Te2
Mo1Te2-MP-mp-1120746,0.8459655,
Mo1Te2-MP-mp-602,1.6202918,
Mo1Te2-MP-mp-7459,1.5516037,
Mo25Nb25Ti50-MP-mp-1096197,0.7958587,Mo25Nb25Ti50
Mo2N1-MP-mp-1221525,5.8507185,
Mo2N1-MP-mp-27953,4.9833794,Mo2N1
Mo2O5-MP-mp-1244569,3.9196906,
Mo2O5-MP-mvc-15882,3.0840273,
Mo2O5-MP-mvc-4607,0.07375318,Mo2O5
Mo2Re4Se8-MP-mp-1219132,1.5407321,Mo2Re4Se8
Mo2S3-MP-mp-1627,4.500265,
Mo2Zr1-MP-mp-1215231,2.0204039,
Mo2Zr1-MP-mp-2049,2.96828,Mo2Zr1
Mo3Os1-MP-mp-801,10.509583,Mo3Os1
Mo3P1-MP-mp-10004,5.481081,Mo3P1
Mo3P1-MP-mp-1189099,5.6884613,
Mo3S2Se2-MP-mp-1221501,3.1458654,Mo3S2Se2
Mo3Sb7-MP-mp-1521,3.014656,Mo3Sb7
Mo3Si1-MP-mp-1275,1.5910037,Mo3Si1
Mo3Si2-MP-mp-1087230,0.13860685,Mo3Si2
Mo3Sn1-MP-mp-1218950,2.4130561,
Mo3Sn1-MP-mp-30788,0.3090337,Mo3Sn1
Mo3Te3Tl1-MP-mp-1105024,5.2497826,
Mo3Te3Tl1-MP-mp-16096,5.327501,Mo3Te3Tl1
Mo3Te4-MP-mp-8601,2.4635694,Mo3Te4
Mo3Zr1-MP-mp-30790,0.31985897,Mo3Zr1
Mo4P3-MP-mp-21833,3.5699441,
Mo4Re2Te8-MP-mp-1219145,3.189713,Mo4Re2Te8
Mo4Ru2Se8-MP-mp-1221491,1.03425,
Mo4Ru2Se8-MP-mp-1221499,0.80499446,Mo4Ru2Se8
Mo4Ru2Se8-MP-mp-675462,0.5932117,
Mo4Ru2Te8-MP-mp-1217418,0.4401536,Mo4Ru2Te8
Mo6Na2Se6-MP-mp-1103846,-0.10055554,
Mo6Na2Se6-MP-mp-1186069,-0.029574811,Mo6Na2Se6
Mo6Nd1S8-MP-mp-1103989,2.703737,Mo6Nd1S8
Mo6Pb1S4Se4-MP-mp-1221608,3.497758,Mo6Pb1S4Se4
Mo6Pb1S8-MP-mp-1104554,11.368511,
Mo6Pb1S8-MP-mp-555066,11.850049,Mo6Pb1S8
Mo6Pb1Se8-MP-mp-1182611,1.5118454,
Mo6Pb1Se8-MP-mp-22721,4.241609,Mo6Pb1Se8
Mo6Pr1S8-MP-mp-1104449,2.6302652,Mo6Pr1S8
Mo6Rb2Se6-MP-mp-1103685,0.181222,Mo6Rb2Se6
Mo6S8-MP-mp-1104577,5.5703635,
Mo6S8-MP-mp-1181164,3.7668242,
Mo6S8-MP-mp-2164,1.9635737,Mo6S8
Mo6S8Sn1-MP-mp-1179646,4.6022835,
Mo6S8Sn1-MP-mp-5336,12.533618,Mo6S8Sn1
Mo6S8Yb1-MP-mp-1179313,3.462882,
Mo6S8Yb1-MP-mp-2945,3.8450828,Mo6S8Yb1
Mo6Se6Tl2-MP-mp-1103583,2.47014,
Mo6Se6Tl2-MP-mp-3411,2.345492,Mo6Se6Tl2
Mo6Se8-MP-mp-1181732,2.241878,
Mo6Se8-MP-mp-21021,6.303529,Mo6Se8
Mo6Se8Sn1-MP-mp-1104129,7.3712125,Mo6Se8Sn1
Mo6Se8Y1-MP-mp-1103848,6.8887434,Mo6Se8Y1
Mo6Se8Yb1-MP-mp-1103921,6.149505,Mo6Se8Yb1
Mo8P5-MP-mp-27413,5.1607866,Mo8P5
N0.75V1-MP-mp-1216464,0.5006063,
N0.75V1-MP-mp-1216472,2.616795,
N1Ni3Zn1-MP-mp-1069270,2.6567435,N1Ni3Zn1
N1Pr1-MP-mp-1009639,4.454754,
N1Pr1-MP-mp-1009640,0.47415692,
N1Pr1-MP-mp-1009649,1.5802056,
N1Pr1-MP-mp-343,0.28609774,N1Pr1
N1Pr1-MP-mp-999295,5.8314166,
N1S1-MP-mp-1066821,0.12616184,
N1S1-MP-mp-1078816,2.3563025,
N1S1-MP-mp-1173453,2.3930542,
N1S1-MP-mp-1173466,2.776814,
N1S1-MP-mp-1179622,1.4212434,
N1S1-MP-mp-1196421,1.0751977,
N1S1-MP-mp-235,0.22732058,N1S1
N1S1-MP-mp-236,1.6567928,
N1S1-MP-mp-542738,-0.97646594,
N1S1-MP-mp-555136,-0.9774202,
N1S1-MP-mp-684642,1.6419168,
N1Sc1-MP-mp-1009750,0.3520374,
N1Sc1-MP-mp-12981,4.753137,
N1Sc1-MP-mp-2857,0.03190437,N1Sc1
N1Se1-MP-mp-542635,-0.009753302,N1Se1
N1Se1-MP-mp-574424,3.9988809,
N1Ta2-MP-mp-10196,1.916606,
N1Ta2-MP-mp-1079438,0.0733251,N1Ta2
N1Th1-MP-mp-834,2.8349597,N1Th1
N1Ti1-MP-mp-492,5.111318,N1Ti1
N1Ti1-MP-mp-998903,2.9710307,
N1Ti1-MP-mp-998908,4.3204513,
N1U1-MP-mp-1865,0.15214333,N1U1
N1V1-MP-mp-1001826,4.4649734,
N1V1-MP-mp-1002105,1.1499165,
N1V1-MP-mp-1017532,2.397193,
N1V1-MP-mp-1018027,8.287052,N1V1
N1V1-MP-mp-925,9.021536,
N1V1-MP-mvc-13303,6.4817095,
N1W2-MP-mp-27943,0.03199637,N1W2
N1Y1-MP-mp-1017533,2.2952385,
N1Y1-MP-mp-13098,2.876679,
N1Y1-MP-mp-13099,2.453853,
N1Y1-MP-mp-2114,2.0232573,N1Y1
N1Y1-MP-mp-6913,2.2640538,
N1Y1-MP-mp-998899,1.7673147,
N1Zr1-MP-mp-1009836,6.714965,
N1Zr1-MP-mp-1009838,6.4929514,
N1Zr1-MP-mp-1009885,4.937684,
N1Zr1-MP-mp-1014160,4.5060434,
N1Zr1-MP-mp-1017546,3.626915,
N1Zr1-MP-mp-1093992,4.630146,
N1Zr1-MP-mp-13126,6.8274846,
N1Zr1-MP-mp-1352,9.189881,N1Zr1
N4Th3-MP-mp-467,0.6893489,N4Th3
N5Nb4-MP-mp-7927,2.1706786,
N6Nb5-MP-mp-7234,-0.2803446,N6Nb5
Na0.1W1O3-MP-mp-757607,-0.09316945,
Na0.3W1O3-MP-mp-36529,-0.38186526,Na0.3W1O3
Na0.5Nb1S2-MP-mp-1221395,6.3405704,Na0.5Nb1S2
Na1Pb3-MP-mp-20555,5.399334,Na1Pb3
Na1Te1-MP-mp-28353,0.08197743,Na1Te1
Na2Sb2Ti2O1-MP-mp-6328,-0.12309047,Na2Sb2Ti2O1
Na3Sb1-MP-mp-7956,0.12424334,Na3Sb1
Nb0.5Re0.5-MP-mp-1220322,2.7011728,Nb0.5Re0.5
Nb0.5Ta0.5-MP-mp-1217892,4.83817,Nb0.5Ta0.5
Nb0.5Ti0.5-MP-mp-1216634,10.408201,Nb0.5Ti0.5
Nb0.5V0.5-MP-mp-1220334,3.7837632,Nb0.5V0.5
Nb0.75Si0.25-MP-mp-1004,1.4030305,
Nb0.75Si0.25-MP-mp-10229,2.9180758,
Nb0.75Si0.25-MP-mp-1205390,4.4176745,
Nb0.75Si0.25-MP-mp-1220588,2.6390424,
Nb0.75Si0.25-MP-mp-17848,8.532902,Nb0.75Si0.25
Nb0.8Pd0.2-MP-mp-1220401,2.1858602,Nb0.8Pd0.2
Nb1-MP-mp-1094120,8.330069,Nb1
Nb1Ni2Sn1-MP-mp-3504,2.967411,Nb1Ni2Sn1
Nb1O1-MP-mp-2311,1.6220765,Nb1O1
Nb1O1-MP-mp-2692,1.8657897,
Nb1O1-MP-mp-634965,4.0406475,
Nb1O2-MP-mp-1244881-synth_doped,3.1540508,
Nb1O2-MP-mp-1244973-synth_doped,3.0489347,
Nb1O2-MP-mp-1245189-synth_doped,1.8130317,
Nb1O2-MP-mp-25214,0.6038121,
Nb1O2-MP-mp-2533,-0.3766633,
Nb1O2-MP-mp-557057,0.3944738,Nb1O2
Nb1O2-MP-mp-649729,6.683634,
Nb1O2-MP-mp-754698,3.8660736,
Nb1O2-MP-mp-755690,0.06934151,
Nb1O2-MP-mp-776975,0.21475267,
Nb1O2-MP-mp-821,1.0688096,
Nb1P1Rh1-MP-mp-1101948,3.9820285,Nb1P1Rh1
Nb1P1Ru1-MP-mp-1103310,5.1588554,Nb1P1Ru1
Nb1P1S1-MP-mp-27471,0.044888437,Nb1P1S1
Nb1P1Se1-MP-mp-7524,0.9519272,Nb1P1Se1
Nb1Pt1-MP-mp-999376,0.2821611,Nb1Pt1
Nb1Pt1Si1-MP-mp-10469,0.522761,Nb1Pt1Si1
Nb1Pt2-MP-mp-11514,0.14207906,Nb1Pt2
Nb1Pt2-MP-mp-1220321,0.7122366,
Nb1Re1Si1-MP-mp-1095061,2.392551,
Nb1Re1Si1-MP-mp-1189470,4.4148083,Nb1Re1Si1
Nb1Rh3-MP-mp-1186230,1.0874915,
Nb1Rh3-MP-mp-1191559,0.016086072,Nb1Rh3
Nb1Rh3-MP-mp-2449,0.7177197,
Nb1Ru1Si1-MP-mp-1188541,2.4304128,Nb1Ru1Si1
Nb1Ru3-MP-mp-11517,12.602564,Nb1Ru3
Nb1Ru3-MP-mp-1186229,12.688366,
Nb1Ru3-MP-mp-1220372,3.2159348,
Nb1S1-MP-mp-2243,1.6583949,
Nb1S1-MP-mp-647,0.06296719,Nb1S1
Nb1S2-MP-mp-10033,5.4463925,Nb1S2
Nb1S2-MP-mp-1008860,3.041434,
Nb1S2-MP-mp-1072712,3.0134776,
Nb1S2-MP-mp-1173504,2.2031288,
Nb1S2-MP-mp-1802,3.3236272,
Nb1S2-MP-mp-1874,1.880866,
Nb1S2-MP-mp-2648,1.3800669,
Nb1S2-MP-mp-554074,2.7302976,
Nb1S2-MP-mp-555293,1.4853277,
Nb1S2-MP-mp-632475,2.677834,
Nb1S2-MP-mp-774873,5.8592205,
Nb1S2-MP-mp-966,2.765286,
Nb1S2-MP-mp-995122,3.8057952,
Nb1S3-MP-mp-1190583,0.4927485,Nb1S3
Nb1S3-MP-mp-562100,0.003404588,
Nb1Sb2-MP-mp-1969,0.20001706,Nb1Sb2
Nb1Sc1-MP-mp-973229,0.2583184,Nb1Sc1
Nb1Se2-MP-mp-10228,2.911121,
Nb1Se2-MP-mp-1072113,4.651313,
Nb1Se2-MP-mp-1102559,7.093178,
Nb1Se2-MP-mp-1186234,7.0138483,
Nb1Se2-MP-mp-2207,4.6955914,
Nb1Se2-MP-mp-568347,5.6228714,
Nb1Se2-MP-mp-571133,6.5854526,Nb1Se2
Nb1Se2-MP-mp-571270,6.9660745,
Nb1Se2-MP-mp-643063,7.021263,
Nb1Se2-MP-mp-672271,5.720419,
Nb1Se2-MP-mp-7007,1.7672682,
Nb1Se2-MP-mp-7597,2.3727262,
Nb1Se3-MP-mp-1192606,1.669926,
Nb1Se3-MP-mp-525,3.6148002,Nb1Se3
Nb1Si2-MP-mp-12104,0.091820404,Nb1Si2
Nb1Si2-MP-mp-2478,0.12344912,Nb1Si2
Nb1Sn2-MP-mp-1046,2.3302069,Nb1Sn2
Nb1Sn3-MP-mp-1186237,16.48848,Nb1Sn3
Nb1Te2-MP-mp-1018150,1.0813017,
Nb1Te2-MP-mp-11675,0.7273151,Nb1Te2
Nb1Te4-MP-mp-20196,0.8511751,
Nb1Te4-MP-mp-568220,0.22103065,Nb1Te4
Nb1Te4-MP-mp-650328,0.46902633,
Nb1Zn3-MP-mp-953,0.067157,Nb1Zn3
Nb25Ti75-MP-mp-1187514,3.1566741,
Nb25Ti75-MP-mp-1217091,7.049222,Nb25Ti75
Nb25Ti75-MP-mp-980945,1.9459964,
Nb25Ti75-MP-mp-981232,2.9776468,
Nb2Pd1S5-MP-mp-1106085,1.6749432,Nb2Pd1S5
Nb2Se3-MP-mp-1173590,4.031108,
Nb2Se3-MP-mp-1220681,4.0399156,
Nb2Se3-MP-mp-2330,4.0359907,
Nb3Os1-MP-mp-1186218,3.1399915,
Nb3Os1-MP-mp-1932,4.5638704,Nb3Os1
Nb3Os2-MP-mp-1220934,1.7700262,Nb3Os2
Nb3P1-MP-mp-1106162,1.9416559,
Nb3P1-MP-mp-505528,2.050203,Nb3P1
Nb3Pb1-MP-mp-22068,0.30604312,Nb3Pb1
Nb3Pt1-MP-mp-2663,8.8915825,Nb3Pt1
Nb3Rh1-MP-mp-1545,6.5886483,Nb3Rh1
Nb3S4-MP-mp-1220631,2.7943954,
Nb3S4-MP-mp-12627,3.1621292,Nb3S4
Nb3Sb1-MP-mp-2053,1.1822194,Nb3Sb1
Nb3Se4-MP-mp-561,4.8520317,Nb3Se4
Nb3Si0.5Sn0.5-MP-mp-1220364,7.632194,Nb3Si0.5Sn0.5
Nb3Sn1-MP-mp-1326,15.3991165,Nb3Sn1
Nb3Te1-MP-mp-570751,0.33092493,Nb3Te1
Nb3Te4-MP-mp-1104504,0.8461778,
Nb3Te4-MP-mp-7564,0.44695956,Nb3Te4
Nb4Ni1Si1-MP-mp-22396,7.228737,Nb4Ni1Si1
Nb50Zr50-MP-mp-1215202,3.9675531,Nb50Zr50
Nb5Sb4-MP-mp-274,1.9806015,Nb5Sb4
Nb5Sb4-MP-mp-571224,2.3322601,
Nb5Si3-MP-mp-13686,0.5993066,Nb5Si3
Nb5Si3-MP-mp-567871,1.8606491,
Nb5Si3-MP-mp-567996,1.275145,
Nb5Te4-MP-mp-30797,0.03780201,Nb5Te4
Nb6Ni16Si7-MP-mp-3640,-0.16493899,Nb6Ni16Si7
Nb6Sn5-MP-mp-1192223,11.6951885,Nb6Sn5
Nd1Ni1O3-MP-mp-22106,1.8917142,Nd1Ni1O3
Nd1Os4Sb12-MP-mp-3569,0.24257016,Nd1Os4Sb12
Nd1P2Pd2-MP-mp-1206126,0.33353126,Nd1P2Pd2
Nd1Pt1Si1-MP-mp-1077762,0.14942637,Nd1Pt1Si1
Nd1Pt2Si2-MP-mp-1084815,-0.19400787,Nd1Pt2Si2
Nd1Pt2Si2-MP-mp-1220324,0.86135787,
Nd1Pt2Si2-MP-mp-20950,0.30565104,
Nd1Ru2-MP-mp-1102217,0.10470572,Nd1Ru2
Nd1Ru2-MP-mp-1781,0.23319519,
Nd1Ru4Sb12-MP-mp-1189354,0.3014779,Nd1Ru4Sb12
Nd1Si2-MP-mp-7105,2.7184253,
Nd1Si2-MP-mp-884,0.30765754,Nd1Si2
Nd2Ni1O4-MP-mp-18737,-0.9917972,
Nd2Ni1O4-MP-mp-19191,-0.77596974,
Nd2Ni1O4-MP-mp-505052,-0.29264486,Nd2Ni1O4
Nd2Ni1O4-MP-mp-765406,0.45372093,
Nd2Rh3Si5-MP-mp-1209907,-0.0097031,Nd2Rh3Si5
Nd2S3-MP-mp-32586,0.88316035,
Nd2S3-MP-mp-438,0.12749636,Nd2S3
Ni0.3Th0.7-MP-mp-30809,1.9725503,Ni0.3Th0.7
Ni0.5Si1.5Sr1-MP-mp-1218730,0.1148262,Ni0.5Si1.5Sr1
Ni1.5V0.5Zr1-MP-mp-1215561,0.5250641,Ni1.5V0.5Zr1
Ni16Sc6Si7-MP-mp-5382,0.037213534,Ni16Sc6Si7
Ni16Si7Ta6-MP-mp-4502,0.030844212,Ni16Si7Ta6
Ni16Si7Ti6-MP-mp-3337,-0.026080787,Ni16Si7Ti6
Ni1O1-MP-mp-1180047,6.8552885,
Ni1O1-MP-mp-19009,8.905155,Ni1O1
Ni1P1-MP-mp-1102036,0.5219368,
Ni1P1-MP-mp-1194315,-1.2664677,
Ni1P1-MP-mp-1199085,-1.8168621,
Ni1P1-MP-mp-27844,0.26380327,Ni1P1
Ni1P3-MP-mp-2301,0.19432434,Ni1P3
Ni1Pr2O4-MP-mp-19434,-1.148522,
Ni1Pr2O4-MP-mp-505093,-0.36813432,Ni1Pr2O4
Ni1Pr3-MP-mp-1106122,0.079549015,Ni1Pr3
Ni1S1-MP-mp-1547,0.52964747,
Ni1S1-MP-mp-594,-0.07985461,
Ni1Sb1-MP-mp-810,0.12097031,Ni1Sb1
Ni1Sb3-MP-mp-1106023,0.25192523,Ni1Sb3
Ni1Si1-MP-mp-1095177,0.15503195,
Ni1Si1-MP-mp-351,0.07731196,Ni1Si1
Ni1Si1-MP-mp-999192,-0.17017752,
Ni1Si2-MP-mp-2291,0.17423499,Ni1Si2
Ni1Sm1-MP-mp-999145,1.4712791,Ni1Sm1
Ni1Ta2-MP-mp-1101992,1.5830203,
Ni1Ta2-MP-mp-1867,0.8697127,Ni1Ta2
Ni1Tb3-MP-mp-623751,-0.011871398,Ni1Tb3
Ni1Te1-MP-mp-10264,0.24161729,Ni1Te1
Ni1Te1-MP-mp-203,-0.5066503,
Ni1Te2-MP-mp-1102324,0.5801278,
Ni1Te2-MP-mp-2578,0.2732174,Ni1Te2
Ni1Ti1-MP-mp-1048,0.21018374,Ni1Ti1
Ni1Ti1-MP-mp-1067248,0.09204516,
Ni1Ti1-MP-mp-1067475,1.16681,
Ni1Ti1-MP-mp-1190013,1.7812648,
Ni1Ti1-MP-mp-1216890,1.0183747,
Ni1Ti1-MP-mp-2716,2.8013325,
Ni1Ti1-MP-mp-571,0.3575041,
Ni1Ti1-MP-mp-597,2.7286363,
Ni1Ti1-MP-mp-603347,0.61558014,
Ni1Ti1-MP-mp-998945,1.0691347,
Ni1U6-MP-mp-636821,2.3980265,Ni1U6
Ni1Zr2-MP-mp-328,1.9031045,Ni1Zr2
Ni1Zr3-MP-mp-1188073,3.099749,Ni1Zr3
Ni20Zr80-MP-mp-1207489,2.7131538,Ni20Zr80
Ni25Th75-MP-mp-978965,1.9866582,
Ni2P1-MP-mp-21167,0.1335418,Ni2P1
Ni2P2Sc2Sr4O6-MP-mp-1189201,3.8806005,Ni2P2Sc2Sr4O6
Ni2P2Sr1-MP-mp-29167,1.6988139,Ni2P2Sr1
Ni2Se2Tl1-MP-mp-4354,2.3391151,Ni2Se2Tl1
Ni2Sn1Ti1-MP-mp-1216749,-0.37325597,
Ni2Sn1Ti1-MP-mp-3740,0.21362312,Ni2Sn1Ti1
Ni2Sn1V1-MP-mp-20864,0.9830297,Ni2Sn1V1
Ni2Zn11-MP-mp-11532,-0.105318666,Ni2Zn11
Ni3P1-MP-mp-2296,0.32499346,Ni3P1
Ni4P2Zr1-MP-mp-505598,0.21215987,Ni4P2Zr1
O2-MP-mp-1009490,13.069006,
O2-MP-mp-1023923,15.271944,
O2-MP-mp-1057818,12.123684,
O2-MP-mp-1058623,9.311144,
O2-MP-mp-1066100,2.0443325,
O2-MP-mp-1087546,3.5822983,
O2-MP-mp-1091399,19.577091,
O2-MP-mp-1102442,-1.4267788,
O2-MP-mp-1180008,4.998206,
O2-MP-mp-1180036,-1.0756326,
O2-MP-mp-1180050,-0.89009535,
O2-MP-mp-1180064,2.6398256,
O2-MP-mp-12957,0.5096132,O2
O2-MP-mp-560602,6.653522,
O2-MP-mp-607540,1.6166723,
O2-MP-mp-610917,12.011273,
O2-MP-mp-611836,12.119562,
Os0.5V0.5-MP-mp-1216312,1.7938522,
Os0.5V0.5-MP-mp-12778,0.85353816,Os0.5V0.5
Os10-MP-mp-1080694,3.3405902,
Os10-MP-mp-1180157,2.355886,
Os10-MP-mp-49,0.7132432,Os10
Os1P1Ti1-MP-mp-1095128,0.27131453,Os1P1Ti1
Os1P1Zr1-MP-mp-1095207,6.7140026,
Os1P1Zr1-MP-mp-1102976,4.935212,Os1P1Zr1
Os1Si1-MP-mp-10015,0.06354241,
Os1Si1-MP-mp-2488,0.105559066,Os1Si1
Os1Si1Ti1-MP-mp-1105654,0.08150667,Os1Si1Ti1
Os1Si1Zr1-MP-mp-1103293,1.7470223,Os1Si1Zr1
Os1Ti1-MP-mp-291,0.72973,Os1Ti1
Os2P2Sr1-MP-mp-569310,0.09230815,Os2P2Sr1
Os2Rb1O6-MP-mp-5050,5.6898623,Os2Rb1O6
Os2Sc1-MP-mp-567612,4.132906,Os2Sc1
Os2Si2Th1-MP-mp-3166,1.4361998,Os2Si2Th1
Os2Si2Y1-MP-mp-567749,1.237742,Os2Si2Y1
Os2Th1-MP-mp-1828,0.31956807,Os2Th1
Os2U1-MP-mp-1085,0.66061354,
Os2U1-MP-mp-1102439,-0.004821271,Os2U1
Os2Y1-MP-mp-570670,4.7016444,Os2Y1
Os2Zr1-MP-mp-570684,2.9709153,Os2Zr1
Os3Th7-MP-mp-569819,1.159775,Os3Th7
